Date,NFLX,netflix stock
2/2/2020,2,6
2/3/2020,7,13
2/4/2020,12,18
2/5/2020,10,20
2/6/2020,8,14
2/7/2020,9,14
2/8/2020,1,6
2/9/2020,1,5
2/10/2020,6,13
2/11/2020,8,15
2/12/2020,8,11
2/13/2020,7,13
2/14/2020,8,13
2/15/2020,2,7
2/16/2020,2,5
2/17/2020,2,6
2/18/2020,8,15
2/19/2020,9,12
2/20/2020,7,12
2/21/2020,6,13
2/22/2020,1,4
2/23/2020,1,4
2/24/2020,7,14
2/25/2020,8,17
2/26/2020,10,18
2/27/2020,12,24
2/28/2020,11,30
2/29/2020,3,13
3/1/2020,1,8
3/2/2020,8,19
3/3/2020,9,19
3/4/2020,6,15
3/5/2020,7,18
3/6/2020,7,19
3/7/2020,2,9
3/8/2020,2,9
3/9/2020,12,31
3/10/2020,9,29
3/11/2020,10,29
3/12/2020,14,55
3/13/2020,11,53
3/14/2020,4,33
3/15/2020,3,23
3/16/2020,11,53
3/17/2020,10,49
3/18/2020,10,49
3/19/2020,11,50
3/20/2020,10,40
3/21/2020,4,28
3/22/2020,3,24
3/23/2020,14,43
3/24/2020,12,41
3/25/2020,10,35
3/26/2020,9,31
3/27/2020,7,29
3/28/2020,4,18
3/29/2020,1,16
3/30/2020,8,27
3/31/2020,8,26
4/1/2020,8,25
4/2/2020,7,22
4/3/2020,7,20
4/4/2020,2,16
4/5/2020,2,13
4/6/2020,8,21
4/7/2020,9,20
4/8/2020,9,21
4/9/2020,6,23
4/10/2020,2,15
4/11/2020,2,12
4/12/2020,1,10
4/13/2020,13,27
4/14/2020,19,35
4/15/2020,17,37
4/16/2020,24,54
4/17/2020,23,50
4/18/2020,5,23
4/19/2020,4,18
4/20/2020,21,42
4/21/2020,65,83
4/22/2020,47,94
4/23/2020,20,40
4/24/2020,15,32
4/25/2020,4,17
4/26/2020,2,14
4/27/2020,11,24
4/28/2020,10,29
4/29/2020,11,28
4/30/2020,12,26
5/1/2020,8,26
5/2/2020,2,9
5/3/2020,1,11
5/4/2020,10,16
5/5/2020,8,21
5/6/2020,8,21
5/7/2020,8,20
5/8/2020,8,20
5/9/2020,2,11
5/10/2020,1,9
5/11/2020,7,19
5/12/2020,5,16
5/13/2020,8,19
5/14/2020,8,18
5/15/2020,7,18
5/16/2020,2,11
5/17/2020,1,8
5/18/2020,9,16
5/19/2020,7,17
5/20/2020,7,17
5/21/2020,8,19
5/22/2020,9,19
5/23/2020,2,11
5/24/2020,1,9
5/25/2020,2,9
5/26/2020,9,19
5/27/2020,11,23
5/28/2020,10,20
5/29/2020,7,14
5/30/2020,1,9
5/31/2020,2,8
6/1/2020,6,15
6/2/2020,6,12
6/3/2020,9,18
6/4/2020,7,15
6/5/2020,8,16
6/6/2020,1,9
6/7/2020,1,9
6/8/2020,7,17
6/9/2020,8,19
6/10/2020,7,16
6/11/2020,9,21
6/12/2020,7,17
6/13/2020,2,8
6/14/2020,0,7
6/15/2020,6,11
6/16/2020,6,13
6/17/2020,7,17
6/18/2020,7,14
6/19/2020,7,15
6/20/2020,1,6
6/21/2020,1,7
6/22/2020,9,17
6/23/2020,7,18
6/24/2020,7,14
6/25/2020,5,13
6/26/2020,6,16
6/27/2020,2,9
6/28/2020,1,7
6/29/2020,4,13
6/30/2020,7,13
7/1/2020,10,16
7/2/2020,8,19
7/3/2020,3,11
7/4/2020,0,7
7/5/2020,0,7
7/6/2020,10,18
7/7/2020,7,21
7/8/2020,8,18
7/9/2020,9,19
7/10/2020,19,33
7/11/2020,7,19
7/12/2020,4,15
7/13/2020,18,32
7/14/2020,19,31
7/15/2020,21,30
7/16/2020,58,73
7/17/2020,73,100
7/18/2020,9,19
7/19/2020,3,13
7/20/2020,18,31
7/21/2020,14,27
7/22/2020,11,24
7/23/2020,11,25
7/24/2020,10,22
7/25/2020,3,10
7/26/2020,3,9
7/27/2020,10,22
7/28/2020,10,24
7/29/2020,9,20
7/30/2020,11,20
7/31/2020,11,23
8/1/2020,3,11
8/2/2020,1,7
8/3/2020,7,19
8/4/2020,9,20
8/5/2020,8,19
8/6/2020,8,16
8/7/2020,9,17
8/8/2020,3,10
8/9/2020,2,8
8/10/2020,7,17
8/11/2020,9,19
8/12/2020,9,18
8/13/2020,8,19
8/14/2020,7,15
8/15/2020,1,6
8/16/2020,1,7
8/17/2020,8,17
8/18/2020,7,15
8/19/2020,6,15
8/20/2020,7,18
8/21/2020,8,20
8/22/2020,2,9
8/23/2020,1,8
8/24/2020,7,15
8/25/2020,6,15
8/26/2020,19,32
8/27/2020,13,28
8/28/2020,9,22
8/29/2020,2,10
8/30/2020,2,8
8/31/2020,6,17
9/1/2020,10,23
9/1/2020,13,31
9/2/2020,13,31
9/3/2020,11,30
9/4/2020,10,33
9/5/2020,3,12
9/6/2020,2,11
9/7/2020,1,10
9/8/2020,9,28
9/9/2020,10,27
9/10/2020,11,39
9/11/2020,10,53
9/12/2020,4,47
9/13/2020,4,46
9/14/2020,13,71
9/15/2020,14,67
9/16/2020,10,49
9/17/2020,9,39
9/18/2020,9,31
9/19/2020,2,17
9/20/2020,2,14
9/21/2020,7,27
9/22/2020,8,25
9/23/2020,9,24
9/24/2020,8,20
9/25/2020,8,19
9/26/2020,2,9
9/27/2020,2,7
9/28/2020,6,16
9/29/2020,8,19
9/30/2020,7,18
10/1/2020,10,19
10/2/2020,11,23
10/3/2020,2,10
10/4/2020,1,8
10/5/2020,8,21
10/6/2020,7,23
10/7/2020,10,30
10/8/2020,8,23
10/9/2020,9,16
10/10/2020,2,10
10/11/2020,3,9
10/12/2020,8,20
10/13/2020,11,21
10/14/2020,9,21
10/15/2020,11,21
10/16/2020,11,20
10/17/2020,2,9
10/18/2020,2,9
10/19/2020,12,22
10/20/2020,40,45
10/21/2020,41,53
10/22/2020,15,34
10/23/2020,10,24
10/24/2020,3,10
10/25/2020,1,9
10/26/2020,9,21
10/27/2020,11,21
10/28/2020,9,19
10/29/2020,14,24
10/30/2020,13,27
10/31/2020,4,14
11/1/2020,2,6
11/2/2020,9,17
11/3/2020,6,15
11/4/2020,7,15
11/5/2020,9,15
11/6/2020,6,14
11/7/2020,2,8
11/8/2020,1,7
11/9/2020,15,30
11/10/2020,11,28
11/11/2020,9,23
11/12/2020,10,19
11/13/2020,6,15
11/14/2020,2,10
11/15/2020,3,6
11/16/2020,8,17
11/17/2020,7,20
11/18/2020,8,16
11/19/2020,6,19
11/20/2020,7,15
11/21/2020,3,8
11/22/2020,1,9
11/23/2020,7,15
11/24/2020,11,23
11/25/2020,8,16
11/26/2020,2,10
11/27/2020,5,16
11/28/2020,3,9
11/29/2020,1,7
11/30/2020,7,18
12/1/2020,8,20
12/2/2020,9,20
12/3/2020,10,17
12/4/2020,8,20
12/5/2020,2,11
12/6/2020,1,9
12/7/2020,10,15
12/8/2020,8,19
12/9/2020,7,17
12/10/2020,7,19
12/11/2020,7,21
12/12/2020,2,10
12/13/2020,1,7
12/14/2020,6,17
12/15/2020,8,16
12/16/2020,7,17
12/17/2020,6,15
12/18/2020,6,16
12/19/2020,1,10
12/20/2020,1,9
12/21/2020,6,15
12/22/2020,6,16
12/23/2020,4,17
12/24/2020,4,18
12/25/2020,3,10
12/26/2020,1,6
12/27/2020,1,9
12/28/2020,5,16
12/29/2020,8,20
12/30/2020,9,18
12/31/2020,8,19
1/1/2021,2,15
1/2/2021,0,10
1/3/2021,1,10
1/4/2021,6,22
1/5/2021,7,17
1/6/2021,8,18
1/7/2021,7,24
1/8/2021,8,22
1/9/2021,2,13
1/10/2021,1,9
1/11/2021,5,19
1/12/2021,6,23
1/13/2021,7,24
1/14/2021,8,23
1/15/2021,8,23
1/16/2021,2,12
1/17/2021,3,9
1/18/2021,4,13
1/19/2021,35,52
1/20/2021,54,100
1/21/2021,25,52
1/22/2021,12,32
1/23/2021,3,17
1/24/2021,1,15
1/25/2021,10,27
1/26/2021,7,26
1/27/2021,10,34
1/28/2021,9,39
1/29/2021,10,36
1/30/2021,2,22
1/31/2021,2,18
2/1/2021,8,24
2/2/2021,6,27
2/3/2021,8,26
2/4/2021,8,27
2/5/2021,7,26
2/6/2021,2,13
2/7/2021,1,13
2/8/2021,7,20
2/9/2021,7,23
2/10/2021,6,21
2/11/2021,7,22
2/12/2021,6,18
2/13/2021,2,10
2/14/2021,1,10
2/15/2021,2,8
2/16/2021,5,20
2/17/2021,5,19
2/18/2021,5,16
2/19/2021,5,19
2/20/2021,3,10
2/21/2021,0,8
2/22/2021,4,15
2/23/2021,8,20
2/24/2021,4,18
2/25/2021,5,17
2/26/2021,5,18
2/27/2021,2,12
2/28/2021,1,6
3/1/2021,5,15
3/2/2021,5,15
3/3/2021,5,18
3/4/2021,5,16
3/5/2021,6,19
3/6/2021,2,10
3/7/2021,0,7
3/8/2021,3,14
3/9/2021,5,17
3/10/2021,5,12
3/11/2021,4,19
3/12/2021,5,18
3/13/2021,1,11
3/14/2021,1,9
3/15/2021,6,13
3/16/2021,4,17
3/17/2021,5,15
3/18/2021,5,13
3/19/2021,5,15
3/20/2021,2,6
3/21/2021,1,8
3/22/2021,4,12
3/23/2021,6,15
3/24/2021,6,13
3/25/2021,5,16
3/26/2021,5,13
3/27/2021,2,7
3/28/2021,1,5
3/29/2021,4,13
3/30/2021,4,13
3/31/2021,5,12
4/1/2021,5,14
4/2/2021,3,10
4/3/2021,1,5
4/4/2021,0,7
4/5/2021,5,15
4/6/2021,4,13
4/7/2021,4,15
4/8/2021,5,15
4/9/2021,5,15
4/10/2021,1,7
4/11/2021,2,6
4/12/2021,4,14
4/13/2021,6,12
4/14/2021,6,13
4/15/2021,5,14
4/16/2021,5,14
4/17/2021,1,7
4/18/2021,2,7
4/19/2021,7,14
4/20/2021,38,39
4/21/2021,48,80
4/22/2021,17,36
4/23/2021,11,24
4/24/2021,4,22
4/25/2021,3,16
4/26/2021,7,22
4/27/2021,9,17
4/28/2021,7,19
4/29/2021,5,19
4/30/2021,8,16
5/1/2021,0.001,7
5/1/2021,0.003,21
5/2/2021,4,29
5/3/2021,18,40
5/4/2021,18,39
5/5/2021,22,38
5/6/2021,15,36
5/7/2021,14,38
5/8/2021,5,20
5/9/2021,0,16
5/10/2021,21,31
5/11/2021,19,43
5/12/2021,15,41
5/13/2021,12,41
5/14/2021,16,49
5/15/2021,3,22
5/16/2021,5,16
5/17/2021,9,40
5/18/2021,15,38
5/19/2021,9,32
5/20/2021,8,36
5/21/2021,14,32
5/22/2021,6,20
5/23/2021,1,11
5/24/2021,10,32
5/25/2021,11,35
5/26/2021,14,36
5/27/2021,10,33
5/28/2021,9,30
5/29/2021,4,14
5/30/2021,1,20
5/31/2021,7,15
6/1/2021,15,27
6/2/2021,11,32
6/3/2021,11,41
6/4/2021,11,31
6/5/2021,3,23
6/6/2021,5,20
6/7/2021,9,28
6/8/2021,12,27
6/9/2021,13,28
6/10/2021,13,26
6/11/2021,11,31
6/12/2021,0,17
6/13/2021,5,17
6/14/2021,14,39
6/15/2021,13,36
6/16/2021,13,27
6/17/2021,11,29
6/18/2021,13,26
6/19/2021,7,14
6/20/2021,3,18
6/21/2021,17,33
6/22/2021,15,33
6/23/2021,17,35
6/24/2021,15,33
6/25/2021,21,37
6/26/2021,5,18
6/27/2021,0,14
6/28/2021,16,30
6/29/2021,18,34
6/30/2021,14,36
7/1/2021,13,27
7/2/2021,14,34
7/3/2021,5,15
7/4/2021,5,11
7/5/2021,8,16
7/6/2021,10,29
7/7/2021,10,25
7/8/2021,14,29
7/9/2021,13,30
7/10/2021,5,15
7/11/2021,4,11
7/12/2021,13,36
7/13/2021,16,29
7/14/2021,20,33
7/15/2021,32,53
7/16/2021,17,41
7/17/2021,2,18
7/18/2021,3,16
7/19/2021,20,34
7/20/2021,81,71
7/21/2021,75,85
7/22/2021,35,54
7/23/2021,17,36
7/24/2021,5,26
7/25/2021,7,12
7/26/2021,17,32
7/27/2021,11,32
7/28/2021,19,35
7/29/2021,12,30
7/30/2021,14,28
7/31/2021,4,12
8/1/2021,2,14
8/2/2021,10,30
8/3/2021,10,30
8/4/2021,17,29
8/5/2021,15,24
8/6/2021,13,29
8/7/2021,0,20
8/8/2021,2,10
8/9/2021,12,29
8/10/2021,7,28
8/11/2021,8,23
8/12/2021,12,31
8/13/2021,9,26
8/14/2021,1,13
8/15/2021,4,8
8/16/2021,12,29
8/17/2021,10,24
8/18/2021,11,24
8/19/2021,25,32
8/20/2021,22,36
8/21/2021,3,13
8/22/2021,6,18
8/23/2021,14,25
8/24/2021,11,31
8/25/2021,12,29
8/26/2021,8,23
8/27/2021,13,24
8/28/2021,3,15
8/29/2021,0,12
8/30/2021,11,28
8/31/2021,15,24
9/1/2021,21,34
9/2/2021,19,33
9/3/2021,20,33
9/4/2021,9,21
9/5/2021,1,6
9/6/2021,1,14
9/7/2021,16,36
9/8/2021,21,35
9/9/2021,17,32
9/10/2021,20,27
9/11/2021,3,16
9/12/2021,4,8
9/13/2021,14,30
9/14/2021,12,26
9/15/2021,13,26
9/16/2021,15,24
9/17/2021,11,27
9/18/2021,3,12
9/19/2021,3,13
9/20/2021,12,29
9/21/2021,11,25
9/22/2021,12,28
9/23/2021,10,32
9/24/2021,13,25
9/25/2021,5,15
9/26/2021,3,11
9/27/2021,12,29
9/28/2021,13,26
9/29/2021,11,39
9/30/2021,20,36
10/1/2021,16,44
10/2/2021,6,22
10/3/2021,2,20
10/4/2021,14,40
10/5/2021,25,41
10/6/2021,26,41
10/7/2021,21,41
10/8/2021,11,27
10/9/2021,5,24
10/10/2021,4,17
10/11/2021,14,37
10/12/2021,14,28
10/13/2021,14,37
10/14/2021,16,38
10/15/2021,16,37
10/16/2021,4,30
10/17/2021,11,22
10/18/2021,30,52
10/19/2021,84,87
10/20/2021,72,100
10/21/2021,37,67
10/22/2021,17,52
10/23/2021,7,30
10/24/2021,6,23
10/25/2021,16,34
10/26/2021,18,49
10/27/2021,17,39
10/28/2021,17,38
10/29/2021,15,51
10/30/2021,1,25
10/31/2021,3,21
11/1/2021,16,38
11/2/2021,19,34
11/3/2021,17,39
11/4/2021,16,48
11/5/2021,19,44
11/6/2021,3,25
11/7/2021,0,20
11/8/2021,12,43
11/9/2021,13,35
11/10/2021,12,30
11/11/2021,14,43
11/12/2021,13,45
11/13/2021,3,24
11/14/2021,5,17
11/15/2021,12,35
11/16/2021,13,37
11/17/2021,15,43
11/18/2021,16,42
11/19/2021,14,48
11/20/2021,2,21
11/21/2021,3,19
11/22/2021,15,33
11/23/2021,17,35
11/24/2021,12,29
11/25/2021,5,17
11/26/2021,12,30
11/27/2021,0,24
11/28/2021,7,18
11/29/2021,14,38
11/30/2021,12,33
12/1/2021,15,39
12/2/2021,12,42
12/3/2021,12,44
12/4/2021,2,19
12/5/2021,4,18
12/6/2021,12,37
12/7/2021,11,34
12/8/2021,13,31
12/9/2021,7,33
12/10/2021,13,37
12/11/2021,2,18
12/12/2021,5,11
12/13/2021,13,28
12/14/2021,11,36
12/15/2021,11,33
12/16/2021,11,29
12/17/2021,11,28
12/18/2021,4,15
12/19/2021,6,15
12/20/2021,11,26
12/21/2021,13,30
12/22/2021,17,35
12/23/2021,10,29
12/24/2021,3,21
12/25/2021,2,18
12/26/2021,3,17
12/27/2021,8,30
12/28/2021,12,35
12/29/2021,11,37
12/30/2021,16,30
12/31/2021,7,29
1/1/2022,2,27
1/1/2022,0.148148148,2
1/2/2022,0,1
1/3/2022,1,2
1/4/2022,1,3
1/5/2022,1,2
1/6/2022,1,2
1/7/2022,1,2
1/8/2022,0,1
1/9/2022,0,1
1/10/2022,1,2
1/11/2022,1,2
1/12/2022,1,2
1/13/2022,1,2
1/14/2022,1,2
1/15/2022,2,3
1/16/2022,1,1
1/17/2022,0,2
1/18/2022,1,2
1/19/2022,1,2
1/20/2022,8,10
1/21/2022,20,46
1/22/2022,5,18
1/23/2022,2,7
1/24/2022,6,16
1/25/2022,4,11
1/26/2022,3,9
1/27/2022,5,10
1/28/2022,3,8
1/29/2022,1,4
1/30/2022,1,3
1/31/2022,3,8
2/1/2022,3,7
2/2/2022,4,7
2/3/2022,3,9
2/4/2022,2,7
2/5/2022,1,3
2/6/2022,0,2
2/7/2022,2,5
2/8/2022,2,5
2/9/2022,1,4
2/10/2022,1,3
2/11/2022,1,4
2/12/2022,0,2
2/13/2022,0,2
2/14/2022,1,4
2/15/2022,1,3
2/16/2022,1,3
2/17/2022,1,4
2/18/2022,1,4
2/19/2022,0,2
2/20/2022,0,2
2/21/2022,0,2
2/22/2022,1,4
2/23/2022,1,3
2/24/2022,1,4
2/25/2022,1,3
2/26/2022,0,1
2/27/2022,0,1
2/28/2022,1,4
3/1/2022,1,3
3/2/2022,1,3
3/3/2022,1,2
3/4/2022,1,3
3/5/2022,0,1
3/6/2022,0,1
3/7/2022,1,3
3/8/2022,1,3
3/9/2022,1,3
3/10/2022,1,3
3/11/2022,1,3
3/12/2022,0,2
3/13/2022,0,2
3/14/2022,1,4
3/15/2022,1,3
3/16/2022,1,3
3/17/2022,1,3
3/18/2022,1,3
3/19/2022,0,2
3/20/2022,0,2
3/21/2022,1,3
3/22/2022,1,3
3/23/2022,1,2
3/24/2022,1,3
3/25/2022,1,2
3/26/2022,1,1
3/27/2022,0,1
3/28/2022,1,3
3/29/2022,1,3
3/30/2022,1,3
3/31/2022,1,2
4/1/2022,1,3
4/2/2022,0,2
4/3/2022,0,1
4/4/2022,1,3
4/5/2022,1,2
4/6/2022,1,2
4/7/2022,1,2
4/8/2022,1,3
4/9/2022,0,1
4/10/2022,0,1
4/11/2022,1,2
4/12/2022,1,2
4/13/2022,1,2
4/14/2022,1,2
4/15/2022,0,2
4/16/2022,0,1
4/17/2022,0,2
4/18/2022,2,3
4/19/2022,15,22
4/20/2022,36,100
4/21/2022,22,73
4/22/2022,10,34
4/23/2022,3,19
4/24/2022,2,13
4/25/2022,6,24
4/26/2022,5,19
4/27/2022,5,16
4/28/2022,4,15
4/29/2022,4,13
4/30/2022,2,8
5/1/2022,1,5
5/2/2022,4,10
5/3/2022,3,9
5/4/2022,2,9
5/5/2022,3,11
5/6/2022,3,10
5/7/2022,1,6
5/8/2022,1,4
5/9/2022,4,10
5/10/2022,3,10
5/11/2022,4,11
5/12/2022,3,10
5/13/2022,2,8
5/14/2022,1,5
5/15/2022,1,3
5/16/2022,2,7
5/17/2022,2,6
5/18/2022,2,9
5/19/2022,2,7
5/20/2022,2,7
5/21/2022,0,4
5/22/2022,0,3
5/23/2022,2,5
5/24/2022,2,6
5/25/2022,2,5
5/26/2022,1,5
5/27/2022,1,5
5/28/2022,0,2
5/29/2022,0,2
5/30/2022,1,2
5/31/2022,2,4
6/1/2022,1,4
6/2/2022,1,4
6/3/2022,1,4
6/4/2022,1,3
6/5/2022,0,2
6/6/2022,1,4
6/7/2022,1,3
6/8/2022,2,4
6/9/2022,2,4
6/10/2022,2,6
6/11/2022,1,3
6/12/2022,0,3
6/13/2022,2,7
6/14/2022,2,6
6/15/2022,2,5
6/16/2022,2,6
6/17/2022,2,5
6/18/2022,0,2
6/19/2022,0,3
6/20/2022,1,3
6/21/2022,2,4
6/22/2022,1,5
6/23/2022,2,5
6/24/2022,2,6
6/25/2022,0,2
6/26/2022,0,2
6/27/2022,1,4
6/28/2022,1,3
6/29/2022,1,3
6/30/2022,1,4
7/1/2022,1,4
7/2/2022,0,2
7/3/2022,0,2
7/4/2022,0,2
7/5/2022,1,3
7/6/2022,1,3
7/7/2022,1,3
7/8/2022,1,3
7/9/2022,1,2
7/10/2022,0,2
7/11/2022,1,4
7/12/2022,1,3
7/13/2022,1,4
7/14/2022,1,4
7/15/2022,1,4
7/16/2022,1,3
7/17/2022,1,3
7/18/2022,3,6
7/19/2022,11,14
7/20/2022,11,17
7/21/2022,3,7
7/22/2022,2,6
7/23/2022,1,3
7/24/2022,1,3
7/25/2022,1,4
7/26/2022,1,4
7/27/2022,2,4
7/28/2022,2,5
7/29/2022,1,4
7/30/2022,0,2
7/31/2022,0,2
8/1/2022,1,3
8/2/2022,1,3
8/3/2022,1,3
8/4/2022,1,3
8/5/2022,1,3
8/6/2022,0,2
8/7/2022,0,2
8/8/2022,1,4
8/9/2022,1,3
8/10/2022,1,4
8/11/2022,1,4
8/12/2022,1,4
8/13/2022,0,2
8/14/2022,0,1
8/15/2022,1,4
8/16/2022,1,3
8/17/2022,1,3
8/18/2022,1,3
8/19/2022,1,3
8/20/2022,0,2
8/21/2022,0,1
8/22/2022,1,3
8/23/2022,1,3
8/24/2022,1,3
8/25/2022,1,3
8/26/2022,1,2
8/27/2022,0,1
8/28/2022,0,1
8/29/2022,1,3
8/30/2022,1,3
8/31/2022,1,2
9/1/2022,1,2
9/1/2022,6,17
9/2/2022,4,14
9/3/2022,0,8
9/4/2022,1,6
9/5/2022,2,9
9/6/2022,6,16
9/7/2022,6,17
9/8/2022,6,15
9/9/2022,4,15
9/10/2022,2,8
9/11/2022,3,8
9/12/2022,4,17
9/13/2022,6,15
9/14/2022,6,20
9/15/2022,10,18
9/16/2022,9,19
9/17/2022,2,7
9/18/2022,2,8
9/19/2022,9,17
9/20/2022,6,15
9/21/2022,7,22
9/22/2022,6,17
9/23/2022,6,21
9/24/2022,3,9
9/25/2022,1,7
9/26/2022,6,16
9/27/2022,7,14
9/28/2022,10,22
9/29/2022,9,21
9/30/2022,7,19
10/1/2022,2,11
10/2/2022,1,9
10/3/2022,7,15
10/4/2022,7,17
10/5/2022,7,15
10/6/2022,4,14
10/7/2022,7,17
10/8/2022,2,7
10/9/2022,3,6
10/10/2022,6,14
10/11/2022,7,17
10/12/2022,8,15
10/13/2022,12,20
10/14/2022,9,18
10/15/2022,2,12
10/16/2022,2,7
10/17/2022,14,19
10/18/2022,61,59
10/19/2022,61,100
10/20/2022,23,38
10/21/2022,16,31
10/22/2022,4,13
10/23/2022,5,9
10/24/2022,13,28
10/25/2022,11,24
10/26/2022,14,25
10/27/2022,16,31
10/28/2022,12,31
10/29/2022,3,10
10/30/2022,1,7
10/31/2022,9,19
11/1/2022,7,21
11/2/2022,9,19
11/3/2022,8,19
11/4/2022,8,19
11/5/2022,2,8
11/6/2022,2,9
11/7/2022,7,18
11/8/2022,8,16
11/9/2022,7,21
11/10/2022,8,25
11/11/2022,7,19
11/12/2022,2,10
11/13/2022,1,8
11/14/2022,10,20
11/15/2022,12,20
11/16/2022,6,19
11/17/2022,9,18
11/18/2022,6,17
11/19/2022,2,9
11/20/2022,2,6
11/21/2022,5,14
11/22/2022,7,14
11/23/2022,7,16
11/24/2022,2,8
11/25/2022,5,10
11/26/2022,1,4
11/27/2022,1,6
11/28/2022,4,13
11/29/2022,5,12
11/30/2022,7,15
12/1/2022,8,14
12/2/2022,8,17
12/3/2022,3,9
12/4/2022,0,6
12/5/2022,5,18
12/6/2022,7,16
12/7/2022,6,16
12/8/2022,6,16
12/9/2022,11,16
12/10/2022,2,8
12/11/2022,2,5
12/12/2022,7,15
12/13/2022,9,16
12/14/2022,4,12
12/15/2022,12,19
12/16/2022,10,19
12/17/2022,1,9
12/18/2022,1,5
12/19/2022,7,16
12/20/2022,9,17
12/21/2022,8,17
12/22/2022,8,16
12/23/2022,6,15
12/24/2022,3,11
12/25/2022,2,7
12/26/2022,1,7
12/27/2022,7,16
12/28/2022,6,19
12/29/2022,9,15
12/30/2022,5,15
12/31/2022,1,7
1/1/2023,1,7
1/2/2023,2,10
1/3/2023,8,16
1/4/2023,7,18
1/5/2023,8,16
1/6/2023,7,14
1/7/2023,3,8
1/8/2023,1,6
1/9/2023,8,15
1/10/2023,9,17
1/11/2023,11,17
1/12/2023,10,18
1/13/2023,8,18
1/14/2023,3,7
1/15/2023,2,6
1/16/2023,4,8
1/17/2023,10,15
1/18/2023,13,19
1/19/2023,52,46
1/20/2023,57,73
1/21/2023,6,17
1/22/2023,2,9
1/23/2023,16,24
1/24/2023,13,24
1/25/2023,11,22
1/26/2023,10,22
1/27/2023,10,21
1/28/2023,3,12
1/29/2023,1,8
1/30/2023,8,17
1/31/2023,7,16
2/1/2023,10,29
2/2/2023,12,46
2/3/2023,16,59
2/4/2023,2,23
2/5/2023,2,17
2/6/2023,8,19
2/7/2023,9,18
2/8/2023,8,16
2/9/2023,9,29
2/10/2023,9,35
2/11/2023,4,35
2/12/2023,3,24
2/13/2023,8,28
2/14/2023,6,22
2/15/2023,5,21
2/16/2023,7,20
2/17/2023,7,16
2/18/2023,2,8
2/19/2023,1,10
2/20/2023,2,12
2/21/2023,4,16
2/22/2023,5,14
2/23/2023,9,20
2/24/2023,7,15
2/25/2023,1,8
2/26/2023,1,7
2/27/2023,4,13
2/28/2023,7,14
3/1/2023,4,12
,3360,3360
